City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
262,Port Blair,IN,11.6667,92.75,82.44,78,40,4.61,scattered clouds,2022-03-31 02:16:00
263,Hollola,FI,61.05,25.4333,17.55,98,56,3.15,broken clouds,2022-03-31 02:16:00
264,Farmington,US,36.7281,-108.2187,52.48,30,0,14.97,clear sky,2022-03-31 02:13:01
265,Boyle,US,37.6334,-84.8666,75.49,35,0,21.85,clear sky,2022-03-31 02:16:01
266,San Carlos De Bariloche,AR,-41.1456,-71.3082,38.95,70,0,4.61,clear sky,2022-03-31 02:16:02
267,Chapleau,CA,47.8405,-83.4034,26.78,97,100,4.79,light snow,2022-03-31 02:16:02
268,Porto Novo,BJ,6.4965,2.6036,84.02,79,100,7.07,overcast clouds,2022-03-31 02:16:03
269,Kalemie,CD,-5.9475,29.1947,68.76,95,100,2.8,moderate rain,2022-03-31 02:16:03
270,Wolbrom,PL,50.3796,19.7583,39.54,96,100,13.44,light rain,2022-03-31 02:16:03
271,Aksu,CN,41.1231,80.2644,47.37,43,45,8.05,scattered clouds,2022-03-31 02:16:04
272,Bolshoye Nagatkino,RU,54.5196,47.9679,26.04,98,100,3.27,overcast clouds,2022-03-31 02:16:05
273,Norman Wells,CA,65.282,-126.8329,-0.36,71,100,19.57,light snow,2022-03-31 02:16:05
274,Newton,US,42.337,-71.2092,46.06,37,100,10.36,overcast clouds,2022-03-31 02:14:19
275,Serafimovskiy,RU,54.4241,53.7964,24.49,95,100,3.83,light snow,2022-03-31 02:16:06
276,Abashiri,JP,44.0213,144.2697,43.09,52,20,8.05,few clouds,2022-03-31 02:16:06
277,Solnechnyy,RU,50.7214,136.6319,27.86,81,98,3.42,light snow,2022-03-31 02:16:07
278,Limbuhan,PH,11.8838,124.0501,81.57,78,8,12.06,clear sky,2022-03-31 02:16:07
279,Langenhagen,DE,52.45,9.75,41.14,84,100,1.01,overcast clouds,2022-03-31 02:16:07
280,Manzhouli,CN,49.6,117.4333,31.33,27,0,13.71,clear sky,2022-03-31 02:16:08
281,Boyolangu,ID,-8.1181,111.8935,83.37,73,80,2.35,light rain,2022-03-31 02:16:08
282,Gari,RU,59.4307,62.3497,16.68,89,7,10.42,clear sky,2022-03-31 02:16:09
283,Bollnas,SE,61.3482,16.3946,20.62,93,44,3.0,scattered clouds,2022-03-31 02:16:09
284,Mandera,KE,3.9366,41.867,80.24,67,34,14.5,scattered clouds,2022-03-31 02:16:10
285,Sur,OM,22.5667,59.5289,77.02,58,0,5.19,clear sky,2022-03-31 02:16:10
286,Yar-Sale,RU,66.8333,70.8333,16.48,95,100,19.04,snow,2022-03-31 02:16:11
287,Fortuna,US,40.5982,-124.1573,52.14,80,100,20.71,overcast clouds,2022-03-31 02:16:11
288,Allanridge,ZA,-27.7543,26.6438,59.47,56,2,3.38,clear sky,2022-03-31 02:16:11
289,Ancud,CL,-41.8697,-73.8203,47.23,84,15,4.72,few clouds,2022-03-31 02:16:12
290,Padang,ID,-0.9492,100.3543,80.65,63,8,3.18,clear sky,2022-03-31 02:16:12
291,Nizhniy Ingash,RU,56.2,96.53,33.73,66,68,14.38,broken clouds,2022-03-31 02:16:13
292,Grand Baie,MU,-20.0182,57.5802,79.45,73,37,10.0,scattered clouds,2022-03-31 02:16:14
293,Tuatapere,NZ,-46.1333,167.6833,67.89,57,100,3.62,overcast clouds,2022-03-31 02:16:14
294,Cairns,AU,-16.9167,145.7667,97.07,46,89,4.61,overcast clouds,2022-03-31 02:16:15
295,Dafeng,CN,23.4517,108.5881,70.77,95,100,2.33,overcast clouds,2022-03-31 02:16:15
296,Port-Cartier,CA,50.0334,-66.8654,34.02,85,9,8.05,clear sky,2022-03-31 02:16:15
297,Vestmannaeyjar,IS,63.4427,-20.2734,37.24,68,65,7.11,broken clouds,2022-03-31 02:16:16
298,Pudozh,RU,61.8099,36.5345,19.08,97,100,4.97,light snow,2022-03-31 02:16:17
299,Santa Ana,US,33.7456,-117.8678,66.65,77,75,8.05,broken clouds,2022-03-31 02:12:42
300,Rio Grande,BR,-32.035,-52.0986,52.95,48,92,20.02,overcast clouds,2022-03-31 02:16:17
301,Shuangcheng,CN,45.35,126.2833,38.88,28,0,13.96,clear sky,2022-03-31 02:16:18
302,Sangin,AF,32.0728,64.8359,57.99,19,0,0.69,clear sky,2022-03-31 02:16:18
303,Westport,US,41.1415,-73.3579,42.1,67,40,5.75,scattered clouds,2022-03-31 02:16:19
304,Waipawa,NZ,-41.4122,175.5153,67.35,67,5,8.52,clear sky,2022-03-31 02:16:19
305,Alexandria,EG,31.2156,29.9553,57.2,51,65,7.47,broken clouds,2022-03-31 02:12:40
306,Merauke,ID,-8.4667,140.3333,84.45,72,13,8.16,few clouds,2022-03-31 02:12:54
307,Naze,JP,28.3667,129.4833,70.72,85,40,5.17,scattered clouds,2022-03-31 02:16:20
308,Havre-Saint-Pierre,CA,50.2334,-63.5986,35.96,69,0,13.8,clear sky,2022-03-31 02:16:20
309,Bartica,GY,6.4,-58.6167,73.72,93,100,2.95,overcast clouds,2022-03-31 02:16:21
310,Svarstad,NO,59.399,9.9698,30.99,55,43,3.91,scattered clouds,2022-03-31 02:16:21
311,Bilma,NE,18.6853,12.9164,70.9,5,29,7.2,scattered clouds,2022-03-31 02:16:22
312,Noyabrsk,RU,63.1994,75.4507,17.76,95,100,3.78,snow,2022-03-31 02:16:22
313,Nioro,GM,13.35,-15.75,80.69,28,100,4.29,overcast clouds,2022-03-31 02:16:23
314,Naryan-Mar,RU,67.6713,53.087,-10.7,100,100,5.23,overcast clouds,2022-03-31 02:16:23
315,Chibombo,ZM,-14.6569,28.0706,60.03,98,20,4.36,few clouds,2022-03-31 02:16:23
316,Morondava,MG,-20.2833,44.2833,76.62,63,0,11.27,clear sky,2022-03-31 02:16:24
317,San Quintin,MX,30.4833,-115.95,59.63,79,41,13.91,scattered clouds,2022-03-31 02:16:24
318,Alta,NO,69.9689,23.2717,21.18,83,100,3.44,overcast clouds,2022-03-31 02:16:25
319,Lethem,GY,3.3803,-59.7968,80.76,57,30,10.71,scattered clouds,2022-03-31 02:16:25
320,Northam,GB,51.0333,-4.2167,38.61,81,100,18.7,light rain,2022-03-31 02:16:26
321,Bagdarin,RU,54.4333,113.6,22.91,61,4,2.06,clear sky,2022-03-31 02:16:26
322,Talnakh,RU,69.4865,88.3972,31.21,94,100,11.3,light snow,2022-03-31 02:16:27
323,Deputatskiy,RU,69.3,139.9,-0.74,82,18,1.61,few clouds,2022-03-31 02:16:27
324,Cayenne,GF,4.9333,-52.3333,79.09,1,75,2.3,broken clouds,2022-03-31 02:16:27
325,Inyonga,TZ,-6.7167,32.0667,63.07,97,100,4.03,light rain,2022-03-31 02:16:28
326,Mount Gambier,AU,-37.8333,140.7667,64.31,48,100,20.71,overcast clouds,2022-03-31 02:16:28
327,Sioux Lookout,CA,50.1001,-91.917,26.67,80,100,17.27,overcast clouds,2022-03-31 02:15:19
328,Gamba,GA,-2.65,10.0,76.35,93,75,4.5,broken clouds,2022-03-31 02:11:29
329,Poum,NC,-20.2333,164.0167,82.56,78,3,12.28,clear sky,2022-03-31 02:16:29
330,Bambous Virieux,MU,-20.3428,57.7575,79.21,88,40,17.27,moderate rain,2022-03-31 02:16:30
331,Galle,LK,6.0367,80.217,80.08,82,85,3.02,overcast clouds,2022-03-31 02:16:30
332,Zarechnyy,RU,53.2036,45.1923,31.51,99,100,4.94,light snow,2022-03-31 02:16:30
333,Severo-Yeniseyskiy,RU,60.3725,93.0408,25.7,89,84,12.24,broken clouds,2022-03-31 02:16:31
334,Kysyl-Syr,RU,63.8986,122.7617,13.15,86,100,2.91,overcast clouds,2022-03-31 02:16:31
335,Ulladulla,AU,-35.35,150.4667,64.76,83,99,21.25,overcast clouds,2022-03-31 02:16:32
336,Fort Nelson,CA,58.8053,-122.7002,42.39,49,75,2.3,broken clouds,2022-03-31 02:15:15
337,Kedrovyy,RU,56.1667,91.8167,34.21,83,100,12.62,overcast clouds,2022-03-31 02:12:12
338,Lovozero,RU,68.005,35.0117,7.43,98,98,6.08,overcast clouds,2022-03-31 02:16:33
339,Salalah,OM,17.0151,54.0924,73.49,60,0,2.3,clear sky,2022-03-31 02:16:33
340,Pingliang,CN,35.5392,106.6861,47.82,26,100,4.16,overcast clouds,2022-03-31 02:16:33
341,Jatai,BR,-17.8814,-51.7144,68.31,85,14,1.88,few clouds,2022-03-31 02:16:34
342,High Level,CA,58.5169,-117.136,37.51,60,100,5.75,light rain,2022-03-31 02:16:34
343,Ketchikan,US,55.3422,-131.6461,45.07,81,75,5.75,broken clouds,2022-03-31 02:13:55
344,Vicuna,CL,-30.0319,-70.7081,49.73,46,0,1.59,clear sky,2022-03-31 02:15:23
345,Cortez,US,37.3489,-108.5859,47.16,41,0,9.22,clear sky,2022-03-31 02:16:35
346,Khash,IR,28.2211,61.2158,53.35,16,0,4.97,clear sky,2022-03-31 02:16:36
347,Iqaluit,CA,63.7506,-68.5145,26.33,93,100,8.05,light snow,2022-03-31 02:16:36
348,Avera,US,33.194,-82.5271,73.45,74,93,18.28,overcast clouds,2022-03-31 02:16:36
349,Bure,ET,10.7,37.0667,63.61,40,13,2.59,few clouds,2022-03-31 02:16:37
350,Shenjiamen,CN,29.9576,122.298,54.07,91,100,16.4,overcast clouds,2022-03-31 02:13:07
351,Sechura,PE,-5.5569,-80.8222,72.19,76,26,14.34,scattered clouds,2022-03-31 02:16:37
352,Koster,ZA,-25.863,26.8976,56.46,55,0,2.17,clear sky,2022-03-31 02:16:38
353,Varberg,SE,57.1056,12.2508,25.93,60,3,3.24,clear sky,2022-03-31 02:16:39
354,Pisco,PE,-13.7,-76.2167,66.25,77,0,14.97,clear sky,2022-03-31 02:16:39
355,Acajutla,SV,13.5928,-89.8275,80.8,71,64,5.7,broken clouds,2022-03-31 02:16:39
356,Sibolga,ID,1.7427,98.7792,82.81,64,16,1.48,few clouds,2022-03-31 02:16:40
357,Pochutla,MX,15.7432,-96.4661,78.82,64,59,8.79,broken clouds,2022-03-31 02:16:40
358,Ternate,ID,0.8,127.4,83.88,69,89,6.58,overcast clouds,2022-03-31 02:16:41
359,Atagay,RU,55.1033,99.3875,35.67,63,100,7.31,overcast clouds,2022-03-31 02:16:41
360,Koslan,RU,63.4564,48.8989,12.87,96,100,5.28,overcast clouds,2022-03-31 02:16:42
361,Jalu,LY,29.0331,21.5482,66.11,27,41,10.89,scattered clouds,2022-03-31 02:16:42
362,Wuwei,CN,37.9281,102.6414,46.8,28,100,3.0,overcast clouds,2022-03-31 02:16:43
363,Bethel,US,41.3712,-73.414,38.64,63,0,3.44,clear sky,2022-03-31 02:12:20
364,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,34.39,51,75,15.66,broken clouds,2022-03-31 02:16:43
365,Mamou,GN,10.5,-12.0,73.44,64,3,3.51,clear sky,2022-03-31 02:16:44
366,Nexo,DK,55.0607,15.1306,28.49,46,36,13.15,scattered clouds,2022-03-31 02:13:10
367,Curup,ID,-3.4667,102.5333,78.49,58,38,2.35,scattered clouds,2022-03-31 02:16:44
368,Te Anau,NZ,-45.4167,167.7167,69.93,47,100,3.91,overcast clouds,2022-03-31 02:16:45
369,Eureka,US,40.8021,-124.1637,53.67,78,100,8.99,overcast clouds,2022-03-31 02:15:11
370,Trelew,AR,-43.249,-65.3051,50.22,62,82,5.57,broken clouds,2022-03-31 02:16:45
371,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,51.55,75,100,14.38,overcast clouds,2022-03-31 02:16:46
372,Auxerre,FR,47.8,3.5667,44.64,94,98,5.97,overcast clouds,2022-03-31 02:16:46
373,Namie,JP,37.4833,141.0,60.71,82,100,15.39,overcast clouds,2022-03-31 02:16:47
374,Alvik,SE,60.7477,14.8746,24.87,96,39,2.44,scattered clouds,2022-03-31 02:16:47
375,Kondagaon,IN,19.6,81.6667,79.99,21,23,2.98,few clouds,2022-03-31 02:16:48
376,Tuy Hoa,VN,13.0833,109.3,75.31,93,100,13.58,overcast clouds,2022-03-31 02:16:48
377,Nemuro,JP,43.3236,145.575,36.32,72,92,2.57,overcast clouds,2022-03-31 02:14:20
378,Port Augusta,AU,-32.5,137.7667,70.07,31,0,19.13,clear sky,2022-03-31 02:16:49
379,Chegutu,ZW,-18.1302,30.1407,61.03,84,46,3.6,scattered clouds,2022-03-31 02:16:49
380,Dudinka,RU,69.4058,86.1778,31.62,88,100,20.96,overcast clouds,2022-03-31 02:16:50
381,Edmond,US,35.6528,-97.4781,48.83,52,33,7.0,scattered clouds,2022-03-31 02:16:50
382,Paris,FR,48.8534,2.3488,46.18,85,100,6.91,overcast clouds,2022-03-31 02:15:00
383,Anori,BR,-3.7728,-61.6442,72.7,99,100,2.82,overcast clouds,2022-03-31 02:16:51
384,Constitucion,CL,-35.3333,-72.4167,54.18,58,0,8.43,clear sky,2022-03-31 02:15:56
385,San Rafael,AR,-34.6177,-68.3301,52.75,22,87,5.44,overcast clouds,2022-03-31 02:16:51
386,Saint-Francois,FR,46.4154,3.9054,47.68,88,100,5.75,overcast clouds,2022-03-31 02:16:52
387,Lagoa,PT,39.05,-27.9833,59.99,90,97,5.97,overcast clouds,2022-03-31 02:16:52
388,Strezhevoy,RU,60.7333,77.5889,31.64,97,100,21.05,snow,2022-03-31 02:16:53
389,Krasnogorskiy,RU,54.6025,61.231,31.28,98,100,2.66,overcast clouds,2022-03-31 02:16:53
390,Rognan,NO,67.0953,15.3878,26.89,93,64,6.38,broken clouds,2022-03-31 02:16:53
391,Basco,PH,20.4487,121.9702,79.59,82,100,13.22,overcast clouds,2022-03-31 02:16:54
392,Lufilufi,WS,-13.8745,-171.5986,89.38,74,75,18.59,light rain,2022-03-31 02:16:54
393,Porto Velho,BR,-8.7619,-63.9039,75.25,94,20,3.44,few clouds,2022-03-31 02:16:55
394,Scarborough,GB,54.2797,-0.4044,37.9,84,84,5.99,broken clouds,2022-03-31 02:16:45
395,Bintulu,MY,3.1667,113.0333,86.41,84,20,3.44,thunderstorm,2022-03-31 02:16:56
396,Praia Da Vitoria,PT,38.7333,-27.0667,61.75,94,40,3.22,scattered clouds,2022-03-31 02:16:56
397,Yeppoon,AU,-23.1333,150.7333,87.58,39,0,9.44,clear sky,2022-03-31 02:16:57
398,Tshela,CD,-4.9833,12.9333,72.48,99,100,1.59,overcast clouds,2022-03-31 02:16:57
399,Caruray,PH,10.3094,119.0128,86.5,66,98,5.32,overcast clouds,2022-03-31 02:16:57
400,Hervey Bay,AU,-25.2986,152.8535,79.12,58,23,2.89,few clouds,2022-03-31 02:16:58
401,Severodvinsk,RU,64.5635,39.8302,12.31,97,94,2.82,overcast clouds,2022-03-31 02:16:58
402,Santa Helena De Goias,BR,-17.8136,-50.5969,71.56,76,9,2.57,clear sky,2022-03-31 02:16:59
403,Rovaniemi,FI,66.5,25.7167,22.41,79,75,8.05,broken clouds,2022-03-31 02:16:59
404,Bandrele,YT,-12.9067,45.1914,80.35,83,100,4.61,light rain,2022-03-31 02:17:00
405,Dingle,PH,10.9995,122.6711,87.3,61,25,11.83,scattered clouds,2022-03-31 02:17:00
406,Trinidad,BO,-14.8333,-64.9,73.56,98,87,3.4,overcast clouds,2022-03-31 02:17:01
407,Sorland,NO,67.667,12.6934,33.21,69,100,21.16,light snow,2022-03-31 02:17:01
408,Sag,RO,45.6486,21.1756,55.0,64,100,11.3,light rain,2022-03-31 02:17:02
409,Nome,US,64.5011,-165.4064,37.17,69,0,17.27,clear sky,2022-03-31 02:17:02
410,Mount Isa,AU,-20.7333,139.5,89.37,22,5,14.97,clear sky,2022-03-31 02:17:03
411,Gat,IL,31.61,34.7642,57.4,69,50,0.74,scattered clouds,2022-03-31 02:17:03
412,Siyabuswa,ZA,-25.1132,29.0445,62.58,50,1,5.1,clear sky,2022-03-31 02:17:04
413,Yarada,IN,17.65,83.2667,84.52,79,20,8.05,mist,2022-03-31 02:17:04
414,Challapata,BO,-18.9,-66.7667,50.83,57,24,9.48,few clouds,2022-03-31 02:17:05
415,Maarianhamina,AX,60.0973,19.9348,19.26,93,40,1.14,scattered clouds,2022-03-31 02:17:05
416,Kupang,ID,-10.1667,123.5833,83.52,69,29,3.27,scattered clouds,2022-03-31 02:17:06
417,Itupiranga,BR,-5.1347,-49.3267,73.08,98,100,3.13,overcast clouds,2022-03-31 02:17:06
418,Yola,NG,9.2,12.4833,77.54,10,100,2.28,overcast clouds,2022-03-31 02:17:06
419,El Prat De Llobregat,ES,41.3278,2.0947,56.19,94,40,4.61,scattered clouds,2022-03-31 02:17:07
420,Stoughton,US,42.1251,-71.1023,44.65,45,100,5.75,overcast clouds,2022-03-31 02:17:08
421,Le Port,RE,-20.9373,55.2919,77.0,73,34,4.79,scattered clouds,2022-03-31 02:17:08
422,Chapais,CA,49.7834,-74.8492,28.18,91,100,8.63,light snow,2022-03-31 02:17:09
423,Banda Aceh,ID,5.5577,95.3222,81.52,76,53,6.71,broken clouds,2022-03-31 02:17:09
424,Batticaloa,LK,7.7102,81.6924,78.55,80,9,3.33,clear sky,2022-03-31 02:17:09
425,Miyako,JP,39.6367,141.9525,40.71,88,100,9.42,overcast clouds,2022-03-31 02:14:19
426,Kuybyshevo,RU,47.8123,38.9073,42.53,95,47,7.14,scattered clouds,2022-03-31 02:17:10
427,Sandwick,GB,60.0,-1.25,35.42,93,100,13.8,overcast clouds,2022-03-31 02:17:11
428,Huarmey,PE,-10.0681,-78.1522,70.92,83,100,9.71,overcast clouds,2022-03-31 02:17:11
429,Radhan,PK,27.1833,67.95,74.86,6,0,7.9,clear sky,2022-03-31 02:17:12
430,Bay-Khaak,RU,51.1667,94.5,28.08,89,95,3.89,light snow,2022-03-31 02:17:12
431,Kendari,ID,-3.945,122.4989,81.84,73,100,2.46,overcast clouds,2022-03-31 02:17:13
432,Puerto Escondido,MX,15.85,-97.0667,79.63,83,40,11.5,scattered clouds,2022-03-31 02:17:13
433,Nevsehir,TR,38.9167,34.6667,36.61,75,0,12.66,clear sky,2022-03-31 02:17:13
434,Vryburg,ZA,-26.9566,24.7284,62.2,54,10,7.83,clear sky,2022-03-31 02:17:14
435,Roebourne,AU,-20.7833,117.1333,88.34,57,93,9.17,overcast clouds,2022-03-31 02:17:14
436,Napanee,CA,44.2501,-76.9494,37.24,81,100,17.11,overcast clouds,2022-03-31 02:17:15
437,Gizo,SB,-8.103,156.8419,84.81,73,57,7.92,light rain,2022-03-31 02:17:15
438,Tilichiki,RU,60.4667,166.1,13.62,73,100,8.16,overcast clouds,2022-03-31 02:17:16
439,Dhaulpur,IN,26.7,77.9,82.38,12,0,5.86,clear sky,2022-03-31 02:17:16
440,Egvekinot,RU,66.3167,-179.1667,-2.15,79,91,11.74,overcast clouds,2022-03-31 02:17:17
441,Scottsbluff,US,41.8666,-103.6672,36.72,80,100,1.01,overcast clouds,2022-03-31 02:17:17
442,Birjand,IR,32.8663,59.2211,34.27,25,0,6.91,clear sky,2022-03-31 02:17:18
443,Comodoro Rivadavia,AR,-45.8667,-67.5,49.86,40,0,4.61,clear sky,2022-03-31 02:17:18
444,Vila,PT,42.0304,-8.1588,41.88,91,100,2.55,overcast clouds,2022-03-31 02:17:18
445,Bend,US,44.0582,-121.3153,44.82,64,75,12.66,broken clouds,2022-03-31 02:15:44
446,Makakilo City,US,21.3469,-158.0858,82.72,55,40,17.27,scattered clouds,2022-03-31 02:14:42
447,Bonfim,BR,3.0833,-59.95,81.05,55,57,7.18,broken clouds,2022-03-31 02:17:19
448,Katsuura,JP,35.1333,140.3,64.45,77,11,20.54,few clouds,2022-03-31 02:17:20
449,Kihei,US,20.785,-156.4656,80.62,73,40,16.11,light rain,2022-03-31 02:17:20
450,Garowe,SO,8.4054,48.4845,70.09,86,11,6.17,few clouds,2022-03-31 02:17:21
451,Tabatinga,BR,-4.2525,-69.9381,77.09,94,0,2.3,clear sky,2022-03-31 02:17:21
452,Kutum,SD,14.2,24.6667,64.65,8,100,7.34,overcast clouds,2022-03-31 02:17:22
453,Saint-Georges,GD,12.0564,-61.7485,78.48,73,20,5.75,few clouds,2022-03-31 02:17:22
454,Manitouwadge,CA,49.1215,-85.8403,21.81,99,97,1.52,overcast clouds,2022-03-31 02:17:23
455,Clonakilty,IE,51.6231,-8.8706,35.1,82,49,15.86,scattered clouds,2022-03-31 02:17:23
456,Lompoc,US,34.6391,-120.4579,55.94,83,75,20.71,haze,2022-03-31 02:17:24
457,Igarka,RU,67.4667,86.5833,26.78,95,100,22.55,light snow,2022-03-31 02:17:24
458,La Ronge,CA,55.1001,-105.2842,43.05,36,75,10.36,broken clouds,2022-03-31 02:17:24
459,Dunedin,NZ,-45.8742,170.5036,64.58,69,100,4.76,overcast clouds,2022-03-31 02:17:25
460,Skjervoy,NO,70.0311,20.9714,24.8,67,100,16.2,light snow,2022-03-31 02:17:25
461,Cape Canaveral,US,28.4058,-80.6048,77.02,75,0,17.27,clear sky,2022-03-31 02:17:26
462,Oktyabrskoye,RU,43.0645,44.7417,32.14,80,14,2.24,few clouds,2022-03-31 02:17:26
463,Vanersborg,SE,58.3807,12.3234,24.64,68,4,3.44,clear sky,2022-03-31 02:17:27
464,Yaransk,RU,57.3033,47.8861,6.8,97,97,4.56,overcast clouds,2022-03-31 02:17:27
465,Scunthorpe,GB,53.579,-0.6544,35.38,94,53,8.99,broken clouds,2022-03-31 02:17:27
466,Shwebo,MM,22.5667,95.7,87.62,36,39,8.05,scattered clouds,2022-03-31 02:17:28
467,Mitsamiouli,KM,-11.3847,43.2844,81.23,74,91,8.12,overcast clouds,2022-03-31 02:17:28
468,Udachnyy,RU,66.4167,112.4,23.45,62,100,6.69,overcast clouds,2022-03-31 02:17:29
469,Alice Springs,AU,-23.7,133.8833,76.55,38,19,13.8,few clouds,2022-03-31 02:17:29
470,Kamenka,RU,51.3223,42.7678,35.8,99,100,2.33,overcast clouds,2022-03-31 02:17:30
471,Bandar-E Anzali,IR,37.4727,49.4622,53.71,74,100,2.04,overcast clouds,2022-03-31 02:17:30
472,Ardakan,IR,32.31,54.0175,54.05,16,0,1.63,clear sky,2022-03-31 02:17:30
473,Praia,CV,14.9215,-23.5087,68.54,73,20,16.11,few clouds,2022-03-31 02:17:31
474,Weston,US,26.1004,-80.3998,78.03,75,20,17.27,few clouds,2022-03-31 02:17:31
475,Luwuk,ID,-0.9516,122.7875,86.68,62,75,2.3,broken clouds,2022-03-31 02:17:32
476,Lorengau,PG,-2.0226,147.2712,84.97,76,100,14.94,overcast clouds,2022-03-31 02:17:32
477,Esso,RU,55.9333,158.7,24.42,79,100,4.12,overcast clouds,2022-03-31 02:17:33
478,Kavaratti,IN,10.5669,72.642,82.85,75,47,2.01,scattered clouds,2022-03-31 02:17:33
479,Nadym,RU,65.5333,72.5167,8.24,84,11,20.92,few clouds,2022-03-31 02:17:33
480,Guane,CU,22.2025,-84.0875,77.05,80,26,15.68,scattered clouds,2022-03-31 02:17:34
481,Takoradi,GH,4.8845,-1.7554,80.38,88,70,7.58,broken clouds,2022-03-31 02:17:34
482,Inhambane,MZ,-23.865,35.3833,73.56,85,3,1.74,clear sky,2022-03-31 02:17:35
483,Angoram,PG,-4.0625,144.0661,88.25,64,78,3.47,broken clouds,2022-03-31 02:17:35
484,Kingman,US,35.1894,-114.053,71.08,39,0,3.44,clear sky,2022-03-31 02:17:36
485,Colares,PT,38.7992,-9.4469,57.33,76,28,7.0,scattered clouds,2022-03-31 02:17:37
486,Komsomolskiy,UZ,40.4272,71.7189,43.52,75,0,6.91,clear sky,2022-03-31 02:17:37
487,Ayr,GB,55.4627,-4.6339,33.31,69,0,4.61,clear sky,2022-03-31 02:17:37
488,Chotila,IN,22.4167,71.1833,74.43,45,0,9.17,clear sky,2022-03-31 02:17:38
489,Awbari,LY,26.5921,12.7805,77.29,12,100,17.11,overcast clouds,2022-03-31 02:17:38
490,Hanzhong,CN,33.0728,107.0303,53.35,80,100,2.06,overcast clouds,2022-03-31 02:15:35
491,Wajid,SO,3.8093,43.2471,76.66,64,5,18.43,clear sky,2022-03-31 02:17:39
492,Daytona Beach,US,29.2108,-81.0228,74.08,75,0,18.41,clear sky,2022-03-31 02:12:48
493,Mosquera,CO,4.7059,-74.2302,57.29,88,75,5.75,light intensity drizzle,2022-03-31 02:17:40
494,Dayong,CN,25.0209,118.2898,74.07,81,94,4.34,overcast clouds,2022-03-31 02:17:40
495,Rantepao,ID,-2.9701,119.8978,82.22,57,59,2.44,broken clouds,2022-03-31 02:17:41
496,Horasan,TR,40.0458,42.1728,13.98,90,56,1.25,broken clouds,2022-03-31 02:17:41
497,Coquimbo,CL,-29.9533,-71.3436,56.93,88,0,4.61,clear sky,2022-03-31 02:17:41
498,Marica,BR,-22.9194,-42.8186,84.11,87,2,4.88,clear sky,2022-03-31 02:17:42
499,Patiya,BD,22.2931,91.9762,82.45,67,30,4.76,scattered clouds,2022-03-31 02:17:43
500,Palia Kalan,IN,28.45,80.5833,76.26,27,0,8.81,clear sky,2022-03-31 02:17:43
501,Matara,LK,5.9485,80.5353,79.05,86,72,1.34,broken clouds,2022-03-31 02:17:43
502,Dukat,RU,62.55,155.55,6.4,83,100,8.25,overcast clouds,2022-03-31 02:17:44
503,Eitorf,DE,50.7667,7.45,45.0,91,100,4.63,overcast clouds,2022-03-31 02:17:44
504,Hamilton,US,39.1834,-84.5333,77.09,36,0,33.38,clear sky,2022-03-31 02:17:05
505,Serenje,ZM,-13.2325,30.2352,59.2,98,56,7.0,broken clouds,2022-03-31 02:17:45
506,Saint-Joseph,RE,-21.3667,55.6167,75.58,74,60,16.93,broken clouds,2022-03-31 02:17:45
507,Yulara,AU,-25.2406,130.9889,80.44,36,98,11.5,overcast clouds,2022-03-31 02:17:46
508,Lingao,CN,19.9103,109.6859,77.68,82,59,11.52,broken clouds,2022-03-31 02:17:47
509,Colesberg,ZA,-30.72,25.0972,62.56,70,99,3.29,overcast clouds,2022-03-31 02:17:47
510,Novyye Gorki,RU,56.7253,41.0601,16.79,95,98,3.36,overcast clouds,2022-03-31 02:17:48
511,Mikhaylovka,RU,50.06,43.2379,47.79,86,100,8.66,overcast clouds,2022-03-31 02:17:48
512,Dolores,AR,-36.3132,-57.6792,45.86,80,10,8.12,clear sky,2022-03-31 02:17:49
513,Ardesen,TR,41.1911,40.9875,50.99,65,3,9.46,clear sky,2022-03-31 02:17:49
514,Caibarien,CU,22.5206,-79.4669,74.52,70,1,20.56,clear sky,2022-03-31 02:17:49
515,Port Pirie,AU,-33.1833,138.0167,66.29,30,0,16.53,clear sky,2022-03-31 02:17:50
516,Luanda,AO,-8.8368,13.2343,76.91,87,100,7.7,overcast clouds,2022-03-31 02:17:50
517,Luquillo,PR,18.3725,-65.7166,76.95,83,75,11.5,broken clouds,2022-03-31 02:17:51
518,Beterou,BJ,9.1992,2.2586,82.08,66,41,5.32,light rain,2022-03-31 02:17:51
519,Nicoya,CR,10.1483,-85.452,81.36,67,58,1.68,broken clouds,2022-03-31 02:17:52
520,Preobrazheniye,RU,42.9019,133.9064,41.25,39,99,5.77,overcast clouds,2022-03-31 02:17:52
521,Olean,US,42.0776,-78.4297,48.88,65,0,14.97,clear sky,2022-03-31 02:17:53
522,Ivanava,BY,52.1451,25.5365,36.82,96,100,10.76,overcast clouds,2022-03-31 02:17:53
523,Bar Harbor,US,44.3876,-68.2039,40.01,67,0,5.75,clear sky,2022-03-31 02:17:54
524,Sal Rei,CV,16.1833,-22.9167,68.68,80,4,20.33,clear sky,2022-03-31 02:17:54
525,Khorixas,NA,-20.3667,14.9667,73.63,61,35,3.58,scattered clouds,2022-03-31 02:17:54
526,Husavik,IS,66.0449,-17.3389,29.37,78,100,5.84,overcast clouds,2022-03-31 02:17:55
